# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Oct 17 03:21:35 2022
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN ctoi_alias:     TESS Input Catalog of Interest Alias
# COLUMN pl_pnum:        Pipeline Signal ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN raerr1:         RA Upper Unc
# COLUMN raerr2:         RA Lower Unc
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN decerr1:        Dec Upper Unc
# COLUMN decerr2:        Dec Lower Unc
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmrasymerr:  PMRA Symmetric Error Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN st_pmdecsymerr: PMDec Symmetric Error Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_tranmidsymerr: Planet Transit Midpoint Symmetric Error Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_orbpersymerr: Planet Orbital Period Symmetric Error Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandurhsymerr: Planet Transit Duration Symmetric Error Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_trandepsymerr: Planet Transit Depth Symmetric Error Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radesymerr:  Planet Radius Symmetric Error Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_insolsymerr: Planet Insolation Symmetric Error Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN pl_eqtsymerr:   Planet Equilibrium Temperature Symmetric Error Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_tmagsymerr:  TESS Magnitude Symmetric Error Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_distsymerr:  Stellar Distance Symmetric Error Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_teffsymerr:  Stellar Effective Temperature Symmetric Error Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_loggsymerr:  Stellar log(g) Symmetric Error Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radsymerr:   Stellar Radius Symmetric Error Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
169.01,169,183120439,183120439.01,1,CP,01h07m06.89s,16.7786880,,,-75d11m56.2s,-75.1989450,,,20.2250000,0.050,-0.050,0,1,-15.6070000,0.048,-0.048,0,1,2459062.7180520,0.001266,-0.001266,0,1,2.2554459,0.0000045,-0.0000045,0,1,1.6678604,0.0460371,-0.0460371,0,1,5283.7103901,144.0119300,-144.0119300,0,1,11.0535293,0.5730389,-0.5730389,0,1,1472.0095217,,,,,1579.7828847,,,,,11.7880000,0.006,-0.006,0,1,407.8400000,4.1945000,-4.1945000,0,1,5817.0000000,126.7000000,-126.7000000,0,1,4.2300000,0.0700000,-0.0700000,0,1,1.2966100,0.0621181,-0.0621181,0,1,2018-09-05 18:52:24,2021-10-29 12:59:15
1690.01,1690,267574918,267574918.01,1,CP,18h57m39.76s,284.4156750,,,+53d30m32.49s,53.5090240,,,240.7590000,0.148,-0.148,0,1,-52.5140000,0.143,-0.143,0,1,2459419.9873510,0.034628,-0.034628,0,1,1.4079330,0.0000040,-0.0000040,0,1,0.2391602,0.0340920,-0.0340920,0,1,597355.5389536,57846.1560000,-57846.1560000,0,1,,,,0,1,1652.9005213,,,,,1626.2279789,,,,,16.3380000,0.006,-0.006,0,1,24.7359000,0.0434000,-0.0434000,0,1,5780.0000000,,,0,1,4.4380000,,,0,1,,,,0,1,2020-01-30 21:16:42,2022-02-24 10:10:02
1691.01,1691,268334473,268334473.01,1,PC,18h09m36.99s,272.4041180,,,+86d51m37.23s,86.8603430,,,-25.6450000,0.048,-0.048,0,1,161.9590000,0.050,-0.050,0,1,2459755.3555390,0.002126,-0.002126,0,1,16.7368820,0.0000708,-0.0000708,0,1,4.6140000,0.5350000,-0.5350000,0,1,860.0000000,0.5869410,-0.5869410,0,1,2.9189100,0.1674080,-0.1674080,0,1,71.1048000,,,,,808.0000000,,,,,9.5263600,0.006,-0.006,0,1,111.4450000,0.3685000,-0.3685000,0,1,5759.0000000,186.8020000,-186.8020000,0,1,4.4476700,0.0798184,-0.0798184,0,1,1.0000000,0.0500000,-0.0500000,0,1,2020-01-30 21:16:42,2022-09-02 16:02:01
1692.01,1692,288636342,288636342.01,1,PC,18h37m51.45s,279.4643600,,,+78d36m40s,78.6111100,,,-5.8860000,0.053,-0.053,0,1,-4.6370000,0.062,-0.062,0,1,2459618.6488360,0.005451,-0.005451,0,1,17.7288770,0.0001609,-0.0001609,0,1,5.8780000,1.3180000,-1.3180000,0,1,880.0000000,1.0988700,-1.0988700,0,1,4.2483200,0.2609950,-0.2609950,0,1,222.6890000,,,,,1076.0000000,,,,,10.7410000,0.006,-0.006,0,1,341.1190000,3.8725000,-3.8725000,0,1,6554.0000000,144.2080000,-144.2080000,0,1,4.2431600,0.0904550,-0.0904550,0,1,1.4600000,0.0700000,-0.0700000,0,1,2020-01-30 21:16:42,2022-07-12 16:02:02
1692.02,1692,288636342,288636342.02,2,PC,18h37m51.45s,279.4643600,,,+78d36m40s,78.6111100,,,-5.8860000,0.053,-0.053,0,1,-4.6370000,0.062,-0.062,0,1,2459588.6505520,0.002293,-0.002293,0,1,32.2083510,0.0001689,-0.0001689,0,1,7.2540000,0.3600000,-0.3600000,0,1,1950.0000000,0.9035710,-0.9035710,0,1,7.1232200,0.3678150,-0.3678150,0,1,64.2896000,,,,,788.0000000,,,,,10.7410000,0.006,-0.006,0,1,341.1190000,3.8725000,-3.8725000,0,1,6554.0000000,144.2080000,-144.2080000,0,1,4.2431600,0.0904550,-0.0904550,0,1,1.4600000,0.0700000,-0.0700000,0,1,2020-09-11 18:37:11,2022-06-29 16:02:02
1693.01,1693,353475866,353475866.01,1,CP,06h01m14s,90.3083450,,,+34d46m23.12s,34.7730900,,,-22.7620000,0.084,-0.084,0,1,-17.7650000,0.069,-0.069,0,1,2459549.0972960,0.001889,-0.001889,0,1,1.7666834,0.0000191,-0.0000191,0,1,1.3709930,0.2322966,-0.2322966,0,1,821.9437280,59.3511280,-59.3511280,0,1,1.4154462,0.4248221,-0.4248221,0,1,57.0207447,,,,,700.8546690,,,,,10.6714000,0.007,-0.007,0,1,30.7947000,0.0391000,-0.0391000,0,1,3474.0000000,157.0000000,-157.0000000,0,1,4.7715200,0.0066175,-0.0066175,0,1,0.4612600,0.0137244,-0.0137244,0,1,2020-01-30 21:16:42,2022-07-15 16:02:01
1694.01,1694,396740648,396740648.01,1,CP,06h30m59.69s,97.7487100,,,+66d21m38.15s,66.3605960,,,46.5120000,0.037,-0.037,0,1,-20.3620000,0.046,-0.046,0,1,2458843.6576270,0.000987,-0.000987,0,1,3.7701296,0.0002696,-0.0002696,0,1,2.8512056,0.1055897,-0.1055897,0,1,4361.1801082,108.9276600,-108.9276600,0,1,5.4800266,0.4619989,-0.4619989,0,1,195.2881696,,,,,953.4195932,,,,,10.7424000,0.006,-0.006,0,1,124.6800000,0.5870000,-0.5870000,0,1,5058.0000000,122.0820000,-122.0820000,0,1,4.5390700,0.0868076,-0.0868076,0,1,0.8183300,0.0476885,-0.0476885,0,1,2020-01-30 21:16:42,2022-09-16 12:02:25
1695.01,1695,422756130,422756130.01,1,PC,01h27m41.22s,21.9217350,,,+72d17m47.81s,72.2966150,,,71.7070000,0.055,-0.055,0,1,40.4750000,0.062,-0.062,0,1,2458791.5193490,0.000972,-0.000972,0,1,3.1343189,0.0000266,-0.0000266,0,1,1.2351357,0.3891656,-0.3891656,0,1,1208.5847827,88.6009600,-88.6009600,0,1,1.8191660,1.5056809,-1.5056809,0,1,34.5533449,,,,,618.3612600,,,,,11.0294000,0.007,-0.007,0,1,45.1309000,0.0680500,-0.0680500,0,1,3575.0000000,157.0000000,-157.0000000,0,1,4.7233400,0.0086441,-0.0086441,0,1,0.5161050,0.0153254,-0.0153254,0,1,2020-01-30 21:16:42,2021-10-29 12:59:15
1696.01,1696,470381900,470381900.01,1,CP,04h21m07.36s,65.2806480,,,+48d49m11.39s,48.8198310,,,12.9300000,0.127,-0.127,0,1,-19.1780000,0.078,-0.078,0,1,2458816.6977060,0.002752,-0.002752,0,1,2.5007147,0.0005115,-0.0005115,0,1,0.9845992,0.4409748,-0.4409748,0,1,11012.4838928,1568.8007000,-1568.8007000,0,1,2.9689675,1.3484790,-1.3484790,0,1,13.8067063,,,,,491.6344093,,,,,13.9664000,0.007,-0.007,0,1,64.9172000,0.3562500,-0.3562500,0,1,3181.0000000,157.0000000,-157.0000000,0,1,4.9479800,0.0080613,-0.0080613,0,1,0.2804750,0.0085728,-0.0085728,0,1,2020-01-30 21:16:42,2022-06-01 12:04:12
1697.01,1697,1884091865,1884091865.01,1,PC,19h20m26.13s,290.1088600,,,+61d05m07.61s,61.0854470,,,44.4020000,0.047,-0.047,0,1,91.7910000,0.048,-0.048,0,1,2459755.1747410,0.002646,-0.002646,0,1,10.7165240,0.0000417,-0.0000417,0,1,3.0750000,0.2760000,-0.2760000,0,1,1280.0000000,0.9445070,-0.9445070,0,1,2.3418500,0.2532420,-0.2532420,0,1,19.7169000,,,,,587.0000000,,,,,11.1744000,0.006,-0.006,0,1,83.7441000,0.1546500,-0.1546500,0,1,4067.0000000,118.0440000,-118.0440000,0,1,4.5060900,0.1110050,-0.1110050,0,1,0.6500000,0.0700000,-0.0700000,0,1,2020-01-30 21:16:42,2022-10-05 10:10:01
1698.01,1698,190223929,190223929.01,1,PC,06h34m00.71s,98.5029710,,,+41d54m02.82s,41.9007820,,,-2.5960000,0.073,-0.073,0,1,-7.1770000,0.066,-0.066,0,1,2458847.6972600,0.002690,-0.002690,0,1,17.0419800,0.0012000,-0.0012000,0,1,1.5780000,0.3490000,-0.3490000,0,1,3520.0000000,11.8065000,-11.8065000,0,1,,,,0,1,236.0970000,,,,,1092.0000000,,,,,11.1018000,0.008,-0.008,0,1,756.7910000,27.2675000,-27.2675000,0,1,7697.2000000,112.2000000,-112.2000000,0,1,,,,0,1,,,,0,1,2020-02-19 00:44:40,2021-10-29 12:59:15
1699.01,1699,22705558,22705558.01,1,PC,08h20m45.3s,125.1887450,,,+46d12m12.97s,46.2036040,,,-5.1540000,0.071,-0.071,0,1,-25.6850000,0.053,-0.053,0,1,2459606.9106670,0.004775,-0.004775,0,1,4.5470912,0.0000400,-0.0000400,0,1,2.3380000,0.4060000,-0.4060000,0,1,990.0000000,2.7874800,-2.7874800,0,1,3.2418700,0.2604970,-0.2604970,0,1,207.0760000,,,,,1056.0000000,,,,,10.8756000,0.006,-0.006,0,1,205.2830000,1.9335000,-1.9335000,0,1,5654.4000000,132.3000000,-132.3000000,0,1,4.4100000,0.0800000,-0.0800000,0,1,1.0400000,0.0600000,-0.0600000,0,1,2020-02-19 00:44:40,2022-06-28 16:02:02
170.01,170,394698182,394698182.01,1,PC,03h39m57.5s,54.9895950,,,-83d05m18.66s,-83.0885180,,,29.2320000,0.057,-0.057,0,1,14.9910000,0.061,-0.061,0,1,2459387.0086570,0.000368,-0.000368,0,1,3.7115129,0.0000022,-0.0000022,0,1,2.6850000,0.0640000,-0.0640000,0,1,12280.0000000,0.9589930,-0.9589930,0,1,13.9410000,0.6666900,-0.6666900,0,1,399.0060000,,,,,1245.0000000,,,,,11.9692000,0.006,-0.006,0,1,428.9150000,5.2100000,-5.2100000,0,1,5973.0000000,131.5000000,-131.5000000,0,1,4.3100000,0.0800000,-0.0800000,0,1,1.2200000,0.0600000,-0.0600000,0,1,2018-09-05 18:34:59,2022-03-23 10:10:02
1700.01,1700,23650642,23650642.01,1,FP,08h24m21.27s,126.0886250,,,+42d06m17.05s,42.1047350,,,26.6020000,0.084,-0.084,0,1,-59.7380000,0.052,-0.052,0,1,2458843.3802900,0.004280,-0.004280,0,1,1.1235500,0.0003900,-0.0003900,0,1,1.6110000,0.4790000,-0.4790000,0,1,1020.0000000,4.8578900,-4.8578900,0,1,3.4979900,0.2949740,-0.2949740,0,1,2963.4200000,,,,,2055.0000000,,,,,10.8219000,0.007,-0.007,0,1,189.7620000,1.8910000,-1.8910000,0,1,5524.0000000,107.6000000,-107.6000000,0,1,4.4100000,0.0700000,-0.0700000,0,1,1.0100000,0.0500000,-0.0500000,0,1,2020-02-19 00:44:40,2021-10-29 12:59:15
1701.01,1701,274215536,274215536.01,1,PC,06h39m35.57s,99.8981890,,,+42d07m52.82s,42.1313390,,,7.7430000,0.066,-0.066,0,1,-53.4170000,0.059,-0.059,0,1,2458843.3729300,0.002080,-0.002080,0,1,1.3341800,0.0002100,-0.0002100,0,1,1.1150000,0.3080000,-0.3080000,0,1,2470.0000000,9.4186200,-9.4186200,0,1,4.9453800,0.4390610,-0.4390610,0,1,470.1160000,,,,,1297.0000000,,,,,10.9263000,0.006,-0.006,0,1,123.6430000,0.7100000,-0.7100000,0,1,4685.1000000,111.6000000,-111.6000000,0,1,4.4200000,0.0900000,-0.0900000,0,1,0.8800000,0.0600000,-0.0600000,0,1,2020-02-19 00:44:40,2021-10-29 12:59:15
1702.01,1702,371210825,371210825.01,1,FP,07h26m14.24s,111.5593520,,,+32d23m01.77s,32.3838250,,,-42.6740000,0.179,-0.179,0,1,-74.6530000,0.160,-0.160,0,1,2458842.7496200,0.002920,-0.002920,0,1,0.4031200,0.0001000,-0.0001000,0,1,0.8530000,0.3230000,-0.3230000,0,1,1000.0000000,14.6108000,-14.6108000,0,1,2.9517700,0.4404280,-0.4404280,0,1,1215.9800000,,,,,1645.0000000,,,,,10.9894000,0.006,-0.006,0,1,103.1070000,1.1870000,-1.1870000,0,1,4252.9000000,105.3000000,-105.3000000,0,1,4.3700000,0.0900000,-0.0900000,0,1,0.8900000,0.0700000,-0.0700000,0,1,2020-02-19 00:44:40,2021-10-29 12:59:15
1703.01,1703,453387619,453387619.01,1,PC,07h35m29.85s,113.8743670,,,+49d28m41.04s,49.4780680,,,-19.9780000,0.070,-0.070,0,1,-33.7760000,0.050,-0.050,0,1,2459605.5267370,0.000512,-0.000512,0,1,1.2016072,0.0000016,-0.0000016,0,1,0.5000000,0.0600000,-0.0600000,0,1,2680.0000000,1614.0700000,-1614.0700000,0,1,15.5523000,4.8360800,-4.8360800,0,1,578.3600000,,,,,1366.0000000,,,,,10.6414000,0.006,-0.006,0,1,198.5010000,2.0215000,-2.0215000,0,1,5747.6000000,140.5000000,-140.5000000,0,1,4.3900000,0.0800000,-0.0800000,0,1,1.0800000,0.0600000,-0.0600000,0,1,2020-02-19 00:44:40,2022-06-28 16:02:02
1704.01,1704,95129101,95129101.01,1,FP,07h39m43.89s,114.9328630,,,+28d07m12.53s,28.1201460,,,3.1200000,0.089,-0.089,0,1,-4.9920000,0.075,-0.075,0,1,2459575.1958330,0.001167,-0.001167,0,1,3.9299830,0.0000151,-0.0000151,0,1,2.1530000,0.1670000,-0.1670000,0,1,2270.0000000,1.5283000,-1.5283000,0,1,6.5151500,0.3632020,-0.3632020,0,1,398.6510000,,,,,1244.0000000,,,,,10.8508000,0.007,-0.007,0,1,343.4690000,5.9730000,-5.9730000,0,1,6621.9000000,137.7000000,-137.7000000,0,1,4.3300000,0.0900000,-0.0900000,0,1,1.3400000,0.0600000,-0.0600000,0,1,2020-02-19 00:44:40,2022-03-11 12:02:52
1705.01,1705,137500798,137500798.01,1,PC,08h50m32.4s,132.6350120,,,+82d55m37.63s,82.9271200,,,-4.8300000,0.039,-0.039,0,1,-17.8920000,0.042,-0.042,0,1,2459747.2240320,0.008748,-0.008748,0,1,13.2050590,0.0001698,-0.0001698,0,1,4.9450000,0.6850000,-0.6850000,0,1,550.0000000,1.2802000,-1.2802000,0,1,3.8448500,0.2632740,-0.2632740,0,1,215.0740000,,,,,1066.0000000,,,,,10.3042000,0.007,-0.007,0,1,335.5180000,2.8920000,-2.8920000,0,1,6653.0000000,124.9000000,-124.9000000,0,1,4.1400000,0.0900000,-0.0900000,0,1,1.6700000,0.0700000,-0.0700000,0,1,2020-02-19 00:44:40,2022-09-02 16:02:01
1706.01,1706,230377505,230377505.01,1,PC,19h00m49.34s,285.2056020,,,+60d14m01.22s,60.2336710,,,-15.3490000,0.061,-0.061,0,1,-51.1140000,0.057,-0.057,0,1,2459787.2778200,0.002732,-0.002732,0,1,4.5156094,0.0000209,-0.0000209,0,1,2.6010000,0.2900000,-0.2900000,0,1,310.0000000,0.4327430,-0.4327430,0,1,1.9581800,0.1226240,-0.1226240,0,1,255.2210000,,,,,1113.0000000,,,,,10.4860000,0.006,-0.006,0,1,161.1850000,0.6570000,-0.6570000,0,1,5617.0000000,125.1000000,-125.1000000,0,1,4.4700000,0.0800000,-0.0800000,0,1,0.9700000,0.0500000,-0.0500000,0,1,2020-02-19 00:44:40,2022-10-05 10:10:01
1706.02,1706,230377505,230377505.02,2,PC,19h00m49.34s,285.2056020,,,+60d14m01.22s,60.2336710,,,-15.3490000,0.061,-0.061,0,1,-51.1140000,0.057,-0.057,0,1,2459652.8651730,0.009646,-0.009646,0,1,7.4058886,0.0001187,-0.0001187,0,1,2.6020000,0.8440000,-0.8440000,0,1,310.0000000,1.6012200,-1.6012200,0,1,1.6791400,0.1598040,-0.1598040,0,1,134.5160000,,,,,948.0000000,,,,,10.4860000,0.006,-0.006,0,1,161.1850000,0.6570000,-0.6570000,0,1,5617.0000000,125.1000000,-125.1000000,0,1,4.4700000,0.0800000,-0.0800000,0,1,0.9700000,0.0500000,-0.0500000,0,1,2020-09-23 20:00:30,2022-08-19 16:02:02
1707.01,1707,240148934,240148934.01,1,FP,06h45m31.72s,101.3821680,,,+31d27m55.92s,31.4655330,,,18.6990000,0.081,-0.081,0,1,-28.3820000,0.068,-0.068,0,1,2458843.2667700,0.004010,-0.004010,0,1,2.0236500,0.0007500,-0.0007500,0,1,2.5850000,0.4480000,-0.4480000,0,1,1710.0000000,2.4042900,-2.4042900,0,1,5.9647200,0.3813780,-0.3813780,0,1,2411.5400000,,,,,1952.0000000,,,,,10.3135000,0.006,-0.006,0,1,291.0070000,5.6945000,-5.6945000,0,1,6582.0000000,123.8000000,-123.8000000,0,1,4.2400000,0.0900000,-0.0900000,0,1,1.4800000,0.0700000,-0.0700000,0,1,2020-02-19 00:44:40,2022-03-10 16:02:01
1708.01,1708,241173474,241173474.01,1,APC,07h44m25.75s,116.1072910,,,+43d00m32.68s,43.0090790,,,-0.4370000,0.074,-0.074,0,1,-27.3250000,0.041,-0.041,0,1,2458853.1211000,0.001540,-0.001540,0,1,11.4419200,0.0009900,-0.0009900,0,1,3.8410000,0.6370000,-0.6370000,0,1,5510.0000000,3.1115400,-3.1115400,0,1,9.6424500,0.4986730,-0.4986730,0,1,170.2620000,,,,,1006.0000000,,,,,10.3880000,0.006,-0.006,0,1,235.7820000,2.5055000,-2.5055000,0,1,6259.0000000,123.6000000,-123.6000000,0,1,4.3400000,0.0800000,-0.0800000,0,1,1.2400000,0.0600000,-0.0600000,0,1,2020-02-19 00:44:40,2021-10-29 12:59:15
1709.01,1709,29119552,29119552.01,1,PC,07h54m31.16s,118.6298310,,,+45d48m28.23s,45.8078410,,,3.5260000,0.153,-0.153,0,1,-40.4160000,0.097,-0.097,0,1,2459597.1983080,0.000709,-0.000709,0,1,7.6288424,0.0000160,-0.0000160,0,1,3.3110000,0.3090000,-0.3090000,0,1,10850.0000000,1.8622900,-1.8622900,0,1,18.0261000,1.0590000,-1.0590000,0,1,338.3450000,,,,,1194.0000000,,,,,10.2061000,0.006,-0.006,0,1,268.6550000,8.5060000,-8.5060000,0,1,6157.0000000,134.0000000,-134.0000000,0,1,4.1000000,0.0900000,-0.0900000,0,1,1.6000000,0.0900000,-0.0900000,0,1,2020-02-19 00:44:40,2022-03-02 16:02:02
171.01,171,309257814,309257814.01,1,PC,08h17m04.66s,124.2694280,,,-63d12m48.25s,-63.2134030,,,-13.5110000,0.045,-0.045,0,1,19.4800000,0.037,-0.037,0,1,2459359.3977670,0.000286,-0.000286,0,1,1.2386034,0.0000006,-0.0000006,0,1,1.6510000,0.0270000,-0.0270000,0,1,13300.0000000,0.3665550,-0.3665550,0,1,13.5831000,0.8022390,-0.8022390,0,1,757.3020000,,,,,1461.0000000,,,,,11.6626000,0.006,-0.006,0,1,256.3450000,1.4630000,-1.4630000,0,1,5237.0000000,183.0000000,-183.0000000,0,1,4.2427000,0.4229700,-0.4229700,0,1,1.1100000,0.0700000,-0.0700000,0,1,2019-06-11 20:03:40,2022-10-05 10:10:01
171.02,171,309257814,309257814.02,2,FP,08h17m04.66s,124.2694280,,,-63d12m48.25s,-63.2134030,,,-13.5110000,0.045,-0.045,0,1,19.4800000,0.037,-0.037,0,1,2459144.7387430,0.001534,-0.001534,0,1,1.8135767,0.0001919,-0.0001919,0,1,0.8382188,0.2333573,-0.2333573,0,1,7799.8116122,800.6742000,-800.6742000,0,1,10.2776168,2.8460930,-2.8460930,0,1,1028.1397977,,,,,1444.2181285,,,,,11.6626000,0.006,-0.006,0,1,256.3450000,1.4630000,-1.4630000,0,1,5237.0000000,183.0000000,-183.0000000,0,1,4.2427000,0.4229700,-0.4229700,0,1,1.1072300,0.0651181,-0.0651181,0,1,2019-06-11 20:03:40,2021-10-29 12:59:15
1710.01,1710,445805961,445805961.01,1,CP,06h17m08.12s,94.2838370,,,+76d12m39.67s,76.2110200,,,59.8370000,0.037,-0.037,0,1,55.6100000,0.044,-0.044,0,1,2459759.7321820,0.001077,-0.001077,0,1,24.2833803,0.0000386,-0.0000386,0,1,5.2030000,0.1410000,-0.1410000,0,1,3180.0000000,0.2987840,-0.2987840,0,1,5.5040600,0.2742540,-0.2742540,0,1,31.4779000,,,,,659.0000000,,,,,8.9134000,0.006,-0.006,0,1,81.2271000,0.1769500,-0.1769500,0,1,5675.0000000,125.8000000,-125.8000000,0,1,4.4600000,0.0800000,-0.0800000,0,1,0.9800000,0.0500000,-0.0500000,0,1,2020-02-19 00:44:40,2022-09-02 16:02:01
1711.01,1711,461662295,461662295.01,1,FP,08h17m47.2s,124.4466640,,,+51d00m37.33s,51.0103700,,,-39.0080000,0.057,-0.057,0,1,-48.9080000,0.044,-0.044,0,1,2458844.8546600,0.004720,-0.004720,0,1,10.2558000,0.0046000,-0.0046000,0,1,5.0880000,0.3090000,-0.3090000,0,1,5740.0000000,0.9231770,-0.9231770,0,1,7.4468300,0.4050570,-0.4050570,0,1,126.8590000,,,,,934.0000000,,,,,9.9287100,0.006,-0.006,0,1,112.9780000,0.4275000,-0.4275000,0,1,5326.0000000,120.0000000,-120.0000000,0,1,4.4300000,0.0800000,-0.0800000,0,1,0.9700000,0.0500000,-0.0500000,0,1,2020-02-19 00:44:40,2021-10-29 12:59:15
